upstream_hotspot,downstream_hotspot,upstream_geodesic_nm,downstream_geodesic_nm,upstream_steps,downstream_steps,upstream_M4,downstream_M4,ratio,delta_log10_M4,upstream_particles,downstream_particles,upstream_coordination,downstream_coordination,upstream_gap_nm,downstream_gap_nm,near_branch,downstream_class,Gamma_DE_PDA,Gamma_DE_corrected
191,198,781.7827586007313,804.3999640377378,36,37,2.284964031529421e-10,2.658186960482309e-11,0.116333864507402,-0.9342938447910814,"[113, 118]","[118, 168]","[3, 3]","[3, 1]",2.7808085488256005,3.240911253654179,True,remote,0.11633386450740209,0.08241920456121857
191,199,781.7827586007313,798.9068834425108,36,37,2.284964031529421e-10,7.108770783182987e-11,0.3111108396058554,-0.5070848571040957,"[113, 118]","[118, 198]","[3, 3]","[3, 1]",2.7808085488256005,3.4626529253050045,True,remote,0.3111108396058555,0.20433182617325898
192,236,772.3186740283841,789.6291445507094,36,36,9.941157765791944e-13,1.2010188689866889e-11,12.081277626630763,1.0821128644883715,"[113, 157]","[157, 164]","[3, 3]","[3, 2]",4.9661787658973005,2.0415435998708418,True,remote,12.081277626630763,53.857242865910656
193,216,286.2558704044747,308.4515205758932,14,15,3.370350259235355e-06,6.106637027591221e-07,0.18118701493585,-0.7418729299692445,"[114, 133]","[133, 146]","[2, 2]","[2, 2]",3.125769489772836,2.8347932464999666,False,transition,0.18118701493585,0.20424191466542949
194,234,119.56971611135604,142.32840332923905,6,7,0.2228962931711403,2.962909252924015e-05,0.0001329277042148,-3.876384495853793,"[115, 153]","[153, 188]","[2, 2]","[2, 1]",2.8734050106375726,4.232142224145132,False,source,0.00013292770421485144,7.865235496022017e-08
195,196,669.4938544041197,686.3002056969857,31,31,1.0544813730314027e-09,2.2643751893029022e-10,0.2147382824594919,-0.6680905248286065,"[116, 131]","[116, 142]","[3, 2]","[3, 2]",1.844547594314669,4.718797843781591,True,remote,0.21473828245949192,0.031213759142475365
196,224,686.3002056969857,710.0116771830518,31,32,2.2643751893029022e-10,3.742347569261977e-10,1.6527064891636063,0.2181957323041012,"[116, 142]","[142, 160]","[3, 2]","[2, 2]",4.718797843781591,2.788910446192123,True,remote,1.6527064891636067,4.071426373094841
197,208,624.607446148185,646.9019114654717,28,29,1.4427688514259186e-09,1.7646333810240435e-09,1.2230880776778756,0.0874577328107319,"[117, 126]","[126, 144]","[3, 3]","[3, 2]",3.382548133323596,2.9437415250790764,True,transition,1.2230880776778759,1.5655648455038003
199,198,798.9068834425108,804.3999640377378,37,37,7.108770783182987e-11,2.658186960482309e-11,0.3739306051013355,-0.4272089876869857,"[118, 198]","[118, 168]","[3, 1]","[3, 1]",3.4626529253050045,3.240911253654179,True,remote,0.3739306051013355,0.4033596043493141
200,209,524.8647993559889,545.1899113469506,24,25,5.778452097044342e-10,3.4535801303159805e-09,5.976652695766872,0.7764580196459037,"[119, 127]","[127, 141]","[3, 3]","[3, 2]",3.2697263399169323,3.149830330058556,True,transition,5.976652695766873,6.849743503754487
200,210,524.8647993559889,548.7490091691132,24,25,5.778452097044342e-10,1.9865673810026632e-10,0.3437888465007411,-0.4637082171828706,"[119, 127]","[127, 173]","[3, 3]","[3, 1]",3.2697263399169323,4.624218404436867,True,transition,0.34378884650074115,0.20892423630266346
229,201,0.0,22.556013881068637,0,1,126.34487577242106,27.78336681076729,0.2199010180738325,-0.6577727599851663,"[147, 169]","[120, 147]","[3, 2]","[2, 3]",2.2485287702685746,2.877822565743063,True,source,0.21990101807383253,0.12545814564538274
203,202,594.2634618580691,595.4858365055117,27,27,1.3516157252262711e-09,5.93999402588546e-09,4.394735807687542,0.6429327723080513,"[121, 181]","[121, 167]","[3, 2]","[3, 1]",2.091028318000358,3.55795006707935,True,transition,4.3947358076875425,1.549456402417982
203,251,594.2634618580691,616.7592931675963,27,28,1.3516157252262711e-09,5.34730301283375e-10,0.395623024579606,-0.4027184411474314,"[121, 181]","[181, 195]","[3, 2]","[2, 1]",2.091028318000358,3.7089683902047694,True,transition,0.39562302457960596,0.12625110964013234
205,204,319.90633425484845,333.346516847983,16,16,2.329140028685872e-06,5.086739396803613e-07,0.2183956024178422,-0.6607561107699236,"[122, 135]","[122, 132]","[4, 2]","[4, 2]",1.3246304703985563,1.9686643077217312,True,transition,0.21839560241784223,0.05948461512847682
204,215,333.346516847983,356.04878800281114,16,17,5.086739396803613e-07,2.024455070835276e-07,0.3979867873922135,-0.4001313456597334,"[122, 132]","[132, 137]","[4, 2]","[2, 3]",1.9686643077217312,3.7766334433898976,True,transition,0.39798678739221355,0.10571411855272102
207,206,484.8012153119919,500.444367917938,23,23,2.131755841195314e-08,3.648733365494573e-08,1.7116094136975188,0.2334046663989739,"[125, 166]","[125, 128]","[4, 2]","[4, 2]",3.0840084594277606,1.9073302725366863,True,transition,1.711609413697519,5.2157073744617755
206,211,500.444367917938,522.9491934015955,23,24,3.648733365494573e-08,1.1256499651686222e-08,0.3085043088688516,-0.5107387658125965,"[125, 128]","[128, 130]","[4, 2]","[2, 2]",1.9073302725366863,3.1300383862003045,True,transition,0.3085043088688516,0.09859844001297724
208,226,646.9019114654717,668.604201446997,29,30,1.7646333810240435e-09,2.6084301939921925e-10,0.1478171172574373,-0.8302752716244929,"[126, 144]","[144, 149]","[3, 2]","[2, 3]",2.9437415250790764,4.271944377385594,True,remote,0.1478171172574374,0.07622816389664638
209,210,545.1899113469506,548.7490091691132,25,25,3.4535801303159805e-09,1.9865673810026632e-10,0.0575219715785458,-1.2401662368287742,"[127, 141]","[127, 173]","[3, 2]","[3, 1]",3.149830330058556,4.624218404436867,True,transition,0.0575219715785458,0.03050103061350366
209,223,545.1899113469506,568.0967533592438,25,26,3.4535801303159805e-09,2.708197429009749e-09,0.784171012925641,-0.1055892155414409,"[127, 141]","[141, 184]","[3, 2]","[2, 2]",3.149830330058556,3.1086985534067324,True,transition,0.7841710129256408,0.7829595007837173
211,214,522.9491934015955,546.5081087183017,24,25,1.1256499651686222e-08,3.297391626014362e-09,0.292932237200435,-0.5332328315691409,"[128, 130]","[130, 180]","[2, 2]","[2, 1]",3.1300383862003045,4.039162292301377,False,transition,0.292932237200435,0.18379723431915196
212,213,700.5758378192728,705.6243674926945,32,32,5.57740575006062e-10,2.7864829457012335e-10,0.4996019781546192,-0.3013758507223723,"[129, 143]","[129, 171]","[3, 2]","[3, 2]",3.934585312817653,3.3198488080065545,True,transition,0.4996019781546192,0.6905921461353957
212,225,700.5758378192728,712.235762223276,32,33,5.57740575006062e-10,4.307806299294058e-11,0.0772367385902888,-1.112176073087169,"[129, 143]","[143, 171]","[3, 2]","[2, 2]",3.934585312817653,2.2252545118808733,True,transition,0.0772367385902888,0.22955070178289005
213,225,705.6243674926945,712.235762223276,32,33,2.7864829457012335e-10,4.307806299294058e-11,0.1545965427830736,-0.8108002223647967,"[129, 171]","[143, 171]","[3, 2]","[2, 2]",3.3198488080065545,2.2252545118808733,True,transition,0.15459654278307364,0.33239691917649605
215,218,356.04878800281114,379.5751033815517,17,18,2.024455070835276e-07,1.0917918892216521e-07,0.5393016150124716,-0.2681682791556454,"[132, 137]","[137, 139]","[2, 3]","[3, 2]",3.7766334433898976,3.4106610123227945,True,transition,0.5393016150124716,0.6495126173397873
215,219,356.04878800281114,370.7346151880416,17,18,2.024455070835276e-07,6.702885018786241e-09,0.0331095765737131,-1.4800463732459908,"[132, 137]","[137, 145]","[2, 3]","[3, 3]",3.7766334433898976,3.385802703897216,True,transition,0.03310957657371313,0.035138303079239194
216,228,308.4515205758932,329.0325509883201,15,16,6.106637027591221e-07,4.538283613411269e-06,7.431723210183015,0.8710895262642887,"[133, 146]","[146, 159]","[2, 2]","[2, 2]",2.8347932464999666,1.9414275713565416,False,transition,7.431723210183015,19.793316215406207
217,245,194.19717610576637,216.8025341863331,10,11,1.0162808023197248e-05,1.6645291792182035e-05,1.6378634481914949,0.2142776909720246,"[134, 170]","[170, 172]","[3, 2]","[2, 2]",2.1803875789148286,3.426546032527209,True,source,1.6378634481914949,0.7653960973428265
219,218,370.7346151880416,379.5751033815517,18,18,6.702885018786241e-09,1.0917918892216521e-07,16.28838755493607,1.2118780940903453,"[137, 145]","[137, 139]","[3, 3]","[3, 2]",3.385802703897216,3.4106610123227945,True,transition,16.28838755493607,18.484461696260443
218,221,379.5751033815517,402.9790316907762,18,19,1.0917918892216521e-07,5.4996908519773784e-08,0.5037306932091384,-0.2978015859990577,"[137, 139]","[139, 152]","[3, 2]","[2, 2]",3.4106610123227945,3.8994603377729646,True,transition,0.5037306932091385,0.39050742983490966
219,227,370.7346151880416,384.0290345620209,18,19,6.702885018786241e-09,1.9129816105155545e-07,28.5396751571006,1.455449025601278,"[137, 145]","[145, 162]","[3, 3]","[3, 3]",3.385802703897216,2.911715860236111,True,transition,28.5396751571006,42.87513876529006
221,233,402.9790316907762,426.71982902155975,19,20,5.4996908519773784e-08,2.5932674825118236e-08,0.47152968272379,-0.3264909632927255,"[139, 152]","[152, 158]","[2, 2]","[2, 1]",3.8994603377729646,3.6399389876389705,False,transition,0.47152968272379003,0.5416255311318591
224,238,710.0116771830518,732.5563841059228,32,33,3.742347569261977e-10,1.5221126297010207e-10,0.406726687334708,-0.3906973304674351,"[142, 160]","[160, 174]","[2, 2]","[2, 2]",2.788910446192123,4.162785059260617,False,remote,0.406726687334708,0.19615835514761817
226,231,668.604201446997,691.8881989660945,30,31,2.6084301939921925e-10,4.2358849156971767e-10,1.623921132891876,0.2105649335371908,"[144, 149]","[149, 194]","[2, 3]","[3, 1]",4.271944377385594,3.4610789204311168,True,remote,1.623921132891876,2.391091614786424
227,239,384.0290345620209,407.1547929863565,19,20,1.9129816105155545e-07,6.912577343859672e-08,0.3613509563218807,-0.4420707915762061,"[145, 162]","[162, 179]","[3, 3]","[3, 3]",2.911715860236111,3.638817967487075,True,transition,0.36135095632188075,0.24374558034514904
227,240,384.0290345620209,405.4931010023099,19,20,1.9129816105155545e-07,1.3678912355361117e-08,0.0715057179858336,-1.1456592282632012,"[145, 162]","[162, 191]","[3, 3]","[3, 3]",2.911715860236111,4.558101166984063,True,transition,0.07150571798583367,0.03322621238083061
228,237,329.0325509883201,351.1155793163316,16,17,4.538283613411269e-06,1.4767994312114124e-06,0.3254092421300558,-0.4875701165832886,"[146, 159]","[159, 177]","[2, 2]","[2, 1]",1.9414275713565416,2.6326721917859857,False,transition,0.32540924213005584,0.15506813921881352
229,244,0.0,20.19158380461698,0,1,126.34487577242106,0.5981032939692024,0.0047338943531555,-2.3247814384968284,"[147, 169]","[169, 176]","[3, 2]","[2, 2]",2.2485287702685746,2.58759771912516,True,source,0.004733894353155541,0.0017315682636350684
240,230,405.4931010023099,422.0700759529404,20,21,1.3678912355361117e-08,9.685658957258637e-09,0.7080723017764331,-0.1499223939213463,"[162, 191]","[148, 191]","[3, 3]","[2, 3]",4.558101166984063,3.737460242364488,True,transition,0.7080723017764331,0.959575020767244
250,230,417.31250998605344,422.0700759529404,21,21,1.7304006677220803e-09,9.685658957258637e-09,5.597350450638088,0.7479824989763407,"[179, 191]","[148, 191]","[3, 3]","[2, 3]",5.396961172608126,3.737460242364488,True,transition,5.597350450638089,8.27244970432298
236,243,789.6291445507094,810.0079930589624,36,37,1.2010188689866889e-11,8.682841426044557e-11,7.229562873870877,0.8591120390365893,"[157, 164]","[164, 189]","[3, 2]","[2, 1]",2.0415435998708418,3.2309464859239405,True,remote,7.2295628738708775,3.477742330248117
238,247,732.5563841059228,756.6614030811594,33,34,1.5221126297010207e-10,1.3450458823776362e-10,0.8836704039712457,-0.0537096902223401,"[160, 174]","[174, 178]","[2, 2]","[2, 2]",4.162785059260617,4.076764488226715,False,remote,0.8836704039712457,0.9116100396422697
240,239,405.4931010023099,407.1547929863565,20,20,1.3678912355361117e-08,6.912577343859672e-08,5.053455394902399,0.7035884366869951,"[162, 191]","[162, 179]","[3, 3]","[3, 3]",4.558101166984063,3.638817967487075,True,transition,5.053455394902399,7.335942404490696
239,249,407.1547929863565,429.7653956475097,20,21,6.912577343859672e-08,8.827750878157558e-08,1.2770563624867222,0.1062100651387474,"[162, 179]","[179, 190]","[3, 3]","[3, 1]",3.638817967487075,1.6169580762179976,True,transition,1.277056362486722,8.268898736793245
239,250,407.1547929863565,417.31250998605344,20,21,6.912577343859672e-08,1.7304006677220803e-09,0.0250326409621899,-1.601493329584682,"[162, 179]","[179, 191]","[3, 3]","[3, 3]",3.638817967487075,5.396961172608126,True,transition,0.02503264096218998,0.015812075732322687
240,250,405.4931010023099,417.31250998605344,20,21,1.3678912355361117e-08,1.7304006677220803e-09,0.1265013345190337,-0.897904892897687,"[162, 191]","[179, 191]","[3, 3]","[3, 3]",4.558101166984063,5.396961172608126,True,transition,0.12650133451903373,0.11599647686776428
242,241,681.3587441467824,683.033655307027,31,31,2.0930186120041286e-10,3.5542028438685276e-10,1.698122904155769,0.2299691197506911,"[163, 197]","[163, 193]","[3, 2]","[3, 2]",3.9848618095656327,3.968195564641171,True,remote,1.698122904155769,1.7283885174867137
241,253,683.033655307027,693.342841929103,31,32,3.5542028438685276e-10,1.7408947837426158e-10,0.4898130073656012,-0.3099696860302167,"[163, 193]","[193, 197]","[3, 2]","[2, 2]",3.968195564641171,4.615405007380332,True,remote,0.4898130073656012,0.39779691670435224
242,253,681.3587441467824,693.342841929103,31,32,2.0930186120041286e-10,1.7408947837426158e-10,0.8317626865609458,-0.0800005662795256,"[163, 197]","[193, 197]","[3, 2]","[2, 2]",3.9848618095656327,4.615405007380332,True,remote,0.8317626865609458,0.6875476231234211
245,246,216.8025341863331,239.95285467247868,11,12,1.6645291792182035e-05,1.2308859000099745e-06,0.0739479917431124,-1.131073615943323,"[170, 172]","[172, 182]","[2, 2]","[2, 1]",3.426546032527209,2.9027688509574325,False,source,0.07394799174311245,0.0441673118882385
247,248,756.6614030811594,780.3641948734482,34,35,1.3450458823776362e-10,1.1208428503616996e-10,0.833311982175944,-0.0791923734179784,"[174, 178]","[178, 187]","[2, 2]","[2, 2]",4.076764488226715,3.347223187889501,False,remote,0.8333119821759439,1.192644803688039
248,252,780.3641948734482,800.2303615653008,35,36,1.1208428503616996e-10,8.565179480634968e-11,0.7641730932994716,-0.1168082579814055,"[178, 187]","[187, 196]","[2, 2]","[2, 1]",3.347223187889501,3.1388908048675788,False,remote,0.7641730932994717,0.845305420343069
250,249,417.31250998605344,429.7653956475097,21,21,1.7304006677220803e-09,8.827750878157558e-08,51.01564650791838,1.7077033947234297,"[179, 191]","[179, 190]","[3, 3]","[3, 1]",5.396961172608126,1.6169580762179976,True,transition,51.01564650791838,522.9483387744058
